"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.subsection_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.print_section","response.docs.print_page","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time"
"243","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Child-care centers improvised during the pandemic, scrambling to stay open with razor-thin budgets and little government guidance. How long will the short-term solutions last?","https://www.nytimes.com/2021/03/31/us/child-care-centers-crisis.html","Child-care centers improvised during the pandemic, scrambling to stay open with razor-thin budgets and little government guidance. How long will the short-term solutions last?","In suburban Ohio, a decades-old child-care center that was thriving before the pandemic shut its doors for the final time in August.","The New York Times","2021-04-01T01:33:34+0000","article","Business","U.S.",NA,"News","nyt://article/ad5596bc-7a28-570d-bd37-8b300785cf34",4309,"nyt://article/ad5596bc-7a28-570d-bd37-8b300785cf34","B","6","Child Care in Crisis: Can Biden’s Plan Save It?","in her words",NA,"Child Care Is in Crisis. Can Biden’s Plan Help?",NA,NA,NA,"By Alisha Haridasani Gupta",NA,266,240,29
"244","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved."," ","https://www.nytimes.com/2021/08/06/podcasts/transcript-ezra-klein-interviews-celine-gounder.html"," ","Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Céline Gounder. Listen wherever you get your podcasts.","The New York Times","2021-08-06T14:03:04+0000","article","OpEd","Podcasts",NA,"Op-Ed","nyt://article/6733dc03-fa4a-5a3f-916a-013648b30b6e",9997,"nyt://article/6733dc03-fa4a-5a3f-916a-013648b30b6e",NA,NA,"Transcript: Ezra Klein Interviews Céline Gounder","The Ezra Klein Show",NA,NA,NA,NA,NA,NA,NA,266,240,29
"245","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","President Biden unveiled a major proposal to invest in education and families, describing it as “a blue-collar blueprint to build America.”","https://www.nytimes.com/2021/04/29/us/politics/joe-biden-speech-transcript.html","President Biden unveiled a major proposal to invest in education and families, describing it as “a blue-collar blueprint to build America.”","President Biden delivered an address to a joint session of Congress on Wednesday. Because of the pandemic, Mr. Biden spoke to a socially distanced audience of less than 200 lawmakers and officials, a small fraction of the packed audience that typically attends such an address.","The New York Times","2021-04-29T04:13:28+0000","article","Washington","U.S.","Politics","News","nyt://article/36a5e301-e076-5067-a080-94b0ac0c54c3",7907,"nyt://article/36a5e301-e076-5067-a080-94b0ac0c54c3",NA,NA,"Biden’s Speech to Congress: Full Transcript",NA,NA,NA,NA,NA,NA,NA,NA,266,240,29
"246","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","We all face financial trade-offs. Needs over wants. Faith over financial facts. A dozen people from around the country share their stories.","https://www.nytimes.com/2017/03/19/your-money/budget-what-you-can-afford.html","We all face financial trade-offs. Needs over wants. Faith over financial facts. A dozen people from around the country share their stories.","Every one of us makes money trade-offs nearly every day, whether we realize it or not. Residence over retirement. Later over now. Needs over wants. Faith over financial facts. ","The New York Times","2017-03-19T11:18:29+0000","article","Business","Your Money",NA,"News","nyt://article/7741e703-ba00-5130-97d2-3ab5180a8505",7883,"nyt://article/7741e703-ba00-5130-97d2-3ab5180a8505",NA,NA,"Basing Life on What You Can Afford",NA,NA,NA,NA,NA,NA,"By Ron Lieber",NA,266,240,29
"247","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Most Americans think of themselves as middle class. For many, the line between a stable life and a fragile one is thinning.","https://www.nytimes.com/interactive/2019/10/03/your-money/middle-class-income.html","Most Americans think of themselves as middle class. For many, the line between a stable life and a fragile one is thinning.","Most Americans think of themselves as middle class. For many, the line between a stable life and a fragile one is thinning.","The New York Times","2019-10-03T09:00:05+0000","multimedia","Business","Your Money",NA,"Interactive Feature","nyt://interactive/b049ce78-6d94-5dfc-8b43-2fb76dcdd79a",0,"nyt://interactive/b049ce78-6d94-5dfc-8b43-2fb76dcdd79a",NA,NA,"The Middle-Class Crunch: A Look at 4 Family Budgets",NA,NA,NA,NA,NA,NA,"By Tara Siegel Bernard and Karl Russell",NA,266,240,29
"248","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Manicurists are routinely underpaid and exploited, and endure ethnic bias and other abuse, The New York Times has found.","https://www.nytimes.com/2015/05/10/nyregion/at-nail-salons-in-nyc-manicurists-are-underpaid-and-unprotected.html","Manicurists are routinely underpaid and exploited, and endure ethnic bias and other abuse, The New York Times has found.","The women begin to arrive just before 8 a.m., every day and without fail, until there are thickets of young Asian and Hispanic women on nearly every street corner along the main roads of Flushing, Queens.","The New York Times","2015-05-07T11:59:36+0000","article","Metro","New York",NA,"News","nyt://article/2b6d5e0f-bc4f-54e9-803c-add46dd1d431",5979,"nyt://article/2b6d5e0f-bc4f-54e9-803c-add46dd1d431","A","1","The Price of Nice Nails",NA,NA,"The High Price of Pretty Nails    ",NA,NA,NA,"By Sarah Maslin Nir",NA,266,240,29
"249","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","From our critics, reviews of closed gallery shows around New York City.","https://www.nytimes.com/2022/10/05/arts/art-we-saw-this-fall.html","From our critics, reviews of closed gallery shows around New York City.","Sonia Gomes didn’t go to art school until age 45. She’d been deconstructing and reassembling fabrics since childhood, but facing prejudices as an Afro-Brazilian woman working with textiles, she thought of what she did as craft. It took a new context to see it as art.","The New York Times","2022-10-05T16:04:59+0000","article","Weekend","Arts",NA,"News","nyt://article/1771bcf6-e324-529c-9499-a8bb7295c387",9693,"nyt://article/1771bcf6-e324-529c-9499-a8bb7295c387",NA,NA,"Art We Saw This Fall",NA,NA,NA,NA,NA,NA,"By The New York Times","The New York Times",266,240,29
"250","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","New legislation passed by state Republicans creates an array of new restrictions and limits on voting. Here’s the full document.","https://www.nytimes.com/interactive/2021/04/01/us/politics/georgia-voting-law.html","New legislation passed by state Republicans creates an array of new restrictions and limits on voting. Here’s the full document.","New legislation passed by state Republicans creates an array of new restrictions and limits on voting. Here’s the full document.","The New York Times","2021-04-01T19:54:07+0000","multimedia","U.S.","U.S.","Politics","Interactive Feature","nyt://interactive/6b82e737-403b-58b2-9926-1b8892bd3ced",0,"nyt://interactive/6b82e737-403b-58b2-9926-1b8892bd3ced",NA,NA,"Full Text: Georgia’s Voting Law",NA,NA,NA,NA,NA,NA,NA,NA,266,240,29
"251","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Following is a transcript of the Democratic debate, as transcribed by the Federal News Service.","https://www.nytimes.com/2016/04/15/us/politics/transcript-democratic-presidential-debate.html","Following is a transcript of the Democratic debate, as transcribed by the Federal News Service.","Following is a transcript of the Democratic debate, as transcribed by the Federal News Service.","The New York Times","2016-04-15T05:06:12+0000","article","Politics","U.S.","Politics","News","nyt://article/fb0551fd-a01e-5016-9626-066ff7a88f82",17965,"nyt://article/fb0551fd-a01e-5016-9626-066ff7a88f82",NA,NA,"Transcript: Democratic Presidential Debate in Brooklyn",NA,NA,NA,NA,NA,NA,NA,NA,266,250,33
"252","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The world has changed a lot since the beginning of 2020. We’re here to help.","https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html","The world has changed a lot since the beginning of 2020. We’re here to help.","The world has changed a lot since the beginning of 2020. We’re here to help.","The New York Times","2020-03-18T19:16:07+0000","multimedia","World","World",NA,"Interactive Feature","nyt://interactive/dd2e1e5a-dc2e-5cbd-b8b0-fba46405541f",0,"nyt://interactive/dd2e1e5a-dc2e-5cbd-b8b0-fba46405541f",NA,NA,"Answers to Your Current Coronavirus Questions",NA,NA,NA,NA,NA,NA,"By The New York Times","The New York Times",266,250,33
"253","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Meet health care workers in the South and Southwest battling outbreaks they hoped would never happen.","https://www.nytimes.com/interactive/2020/world/coronavirus-health-care-workers.html","Meet health care workers in the South and Southwest battling outbreaks they hoped would never happen.","Meet health care workers in the South and Southwest battling outbreaks they hoped would never happen.","The New York Times","2020-05-05T01:48:06+0000","multimedia","World","World",NA,"Interactive Feature","nyt://interactive/1f78e621-5995-5940-b1e7-5a33f1eb20f6",0,"nyt://interactive/1f78e621-5995-5940-b1e7-5a33f1eb20f6","A","14","In Harm’s Way: Fighting the Summer Surge",NA,NA,"In Harm’s Way",NA,NA,NA,"By The New York Times","The New York Times",266,250,33
"254","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers discuss the need for universal long-term care, cultural differences between aides and clients, unions and more.","https://www.nytimes.com/2019/09/06/opinion/letters/home-health-aides.html","Readers discuss the need for universal long-term care, cultural differences between aides and clients, unions and more.","To the Editor:","The New York Times","2019-09-06T17:04:55+0000","article","Letters","Opinion","Letters","Letter","nyt://article/e1e5230c-bb68-51a3-89dd-7e879fbeed2e",756,"nyt://article/e1e5230c-bb68-51a3-89dd-7e879fbeed2e","A","22","Home Health Aides: Low Wages, Long Hours","letters",NA,"Home Aides: Low Wages, Long Hours",NA,NA,NA,NA,NA,266,250,33
"255","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers discuss the pros and cons of assisted living and the options for elder care.","https://www.nytimes.com/2019/09/14/opinion/letters/assisted-living-elder-care.html","Readers discuss the pros and cons of assisted living and the options for elder care.","To the Editor:","The New York Times","2019-09-14T16:00:02+0000","article","Letters","Opinion","Letters","Letter","nyt://article/bb4c0fbf-47a2-59d7-a63a-c091ef708a18",1238,"nyt://article/bb4c0fbf-47a2-59d7-a63a-c091ef708a18","SR","8","Assisted Living: Is It the Right Choice?","letters",NA,"Assisted Living: The Right Choice?",NA,NA,NA,NA,NA,266,250,33
"256","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers identify with a writer’s account of the emotional and financial burdens, and offer their own personal stories and advice.","https://www.nytimes.com/2019/12/06/opinion/letters/alzheimers.html","Readers identify with a writer’s account of the emotional and financial burdens, and offer their own personal stories and advice.","To the Editor:","The New York Times","2019-12-06T18:35:23+0000","article","Letters","Opinion","Letters","Letter","nyt://article/02b3fc0b-fc91-5742-8cbb-bde384574093",675,"nyt://article/02b3fc0b-fc91-5742-8cbb-bde384574093","A","24","Caring for a Loved One With Alzheimer’s","letters",NA,"Caring for a Loved One With Alzheimer’s",NA,NA,NA,NA,NA,266,250,33
"257","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers express gratitude for reporting on the difficulties of parenting and working, more profound in the lockdown.","https://www.nytimes.com/2021/02/15/opinion/letters/women-covid-pandemic.html","Readers express gratitude for reporting on the difficulties of parenting and working, more profound in the lockdown.","To the Editor:","The New York Times","2021-02-15T16:00:06+0000","article","Letters","Opinion","Letters","Letter","nyt://article/693e7df5-7342-5552-aadc-d5b5092df420",596,"nyt://article/693e7df5-7342-5552-aadc-d5b5092df420","A","18","The Plight of Women in the Pandemic","letters",NA,"The Plight of Women in the Pandemic",NA,NA,NA,NA,NA,266,250,33
