"abstract","snippet","lead_paragraph","source","pub_date","document_type","section_name","type_of_material","_id","subsection_name","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","slideshow_credits"
"Untreated or inadequately treated pain is disabling and can hasten the death of an older adult by interfering with exercise, eating or socializing.","Untreated or inadequately treated pain is disabling and can hasten the death of an older adult by interfering with exercise, eating or socializing.","Into every life, a little pain must fall.","The New York Times","2014-03-03T05:01:21+0000","article","Health","News","nyt://article/a205fcfa-edde-524d-bf0d-ca360c1c80b8",NA,"The Perils of Toughing It Out","Well",NA,"The Perils of Toughing It Out",NA,NA,NA,NA
"A new wave of research sheds light on what patients want at the end of life, and who is or isn’t getting it.","A new wave of research sheds light on what patients want at the end of life, and who is or isn’t getting it.","Her last conversation should not have been with me.","The New York Times","2017-05-10T09:30:05+0000","article","The Upshot","News","nyt://article/c1fd63b7-df4b-555b-8e21-0284adaa7b89",NA,"We’re Bad at Death. Can We Talk?","End-of-Life Care",NA,NA,NA,NA,NA,NA
"Nighttime visitations from lost family members are not uncommon among caregivers.","Nighttime visitations from lost family members are not uncommon among caregivers.","I ran into my father at a deli the other day. An undramatic encounter: I was waiting at the counter for a takeout order when I spotted him sitting at a corner table, yakking with friends from his senior residence, their walkers and canes carefully folded or propped against the wall.","The New York Times","2014-11-14T16:33:29+0000","article","Health","News","nyt://article/627395c8-6c38-5228-a0e9-b9856569ff3e",NA,"Dreaming of the Departed","The New Old Age",NA,NA,NA,NA,NA,NA
"Suburbia is no place for a spinster lady.","Suburbia is no place for a spinster lady.","“Don’t wait for a crisis,” I told a friend whose elderly parents were struggling to care for themselves and a big Connecticut home. ","The New York Times","2013-09-10T15:30:02+0000","article","Health","News","nyt://article/ded72f79-dd48-51c9-bc0b-670232d8c086",NA,"Getting While the Getting Is Good","The New Old Age",NA,NA,NA,NA,NA,NA
"Economic growth, even where it looks impressive, seems to be creating fewer jobs than in the past, and for the most part, poorly paid ones.","Economic growth, even where it looks impressive, seems to be creating fewer jobs than in the past, and for the most part, poorly paid ones.","LONDON — In March 1968, Robert F. Kennedy spoke about a governing elite who had lost touch with ordinary people and judged the state of the nation by gross national product. ","International New York Times","2015-03-10T14:53:03+0000","article","World","News","nyt://article/c3217a78-e82d-5da3-9139-2b6fc2ec8ef5","Europe","After Jobs Dry Up, What Then?",NA,NA,"After Jobs Dry Up, What Then?",NA,NA,NA,NA
"Substance abuse is not uncommon among seniors in nursing homes. A novel rehab program aims to address that.","Substance abuse is not uncommon among seniors in nursing homes. A novel rehab program aims to address that.","Later this month, new residents will arrive at a nursing home in the Bronx. Like others coming to Jewish Home Lifecare, they will be recuperating from hospitalization for cardiac surgery, strokes, fractured hips — the whole panoply of senior ills.","The New York Times","2014-08-15T16:40:02+0000","article","Health","News","nyt://article/e03dcf9c-f058-5279-89b0-bb9b42088401",NA,"The Addict Down the Hall","The New Old Age",NA,NA,NA,NA,NA,NA
"What families can do if the V.A. rejects a veteran’s claim for caregiving benefits.","What families can do if the V.A. rejects a veteran’s claim for caregiving benefits.","If you’ve been rejected for the Department of Veterans Affairs Aid and Attendance (A&A) benefit, there are steps you can take to get your application reconsidered. But first, a warning: Do not do what the V.A. denial letter suggests you do, as that may only bring you years more of delays. And second, you’ll need to invoke the spirit of Winston Churchill in his 1941 speech to the Harrow School: “Never give in — never, never, never, never, in nothing great or small, large or petty, never give in.”","The New York Times","2013-05-17T17:57:35+0000","article","Health","News","nyt://article/d82fa717-e268-577e-acb7-39a46fd373f5",NA,"After the Denial Letter Arrives","The New Old Age",NA,NA,NA,NA,NA,NA
"When your only remaining parent dies, something profound shifts inside you.","When your only remaining parent dies, something profound shifts inside you.","I was lucky enough — I do see it that way — to be with my parents when each died. My mother gave us more warning: a couple of strokes, a cancer diagnosis, three months of hospice care, a two-week final vigil, death in her own bed at age 80.","The New York Times","2013-07-01T19:10:36+0000","article","Health","News","nyt://article/7f45a4d8-239d-5d6e-996b-7d46712a5d0f",NA,"On Becoming an ‘Orphan’","The New Old Age",NA,NA,NA,NA,NA,NA
"Medicaid, targeted for deep cuts by the Republican health care bill, currently pays for most of the 1.4 million people in nursing homes.","Medicaid, targeted for deep cuts by the Republican health care bill, currently pays for most of the 1.4 million people in nursing homes.","ORANGE, Va. — Alice Jacobs, 90, once owned a factory and horses. She has raised four children and buried two husbands.","The New York Times","2017-06-24T14:46:14+0000","article","Health","News","nyt://article/1b3fab94-617a-5a1e-9d35-cac7ad1d9ab9",NA,"Medicaid Cuts May Force Retirees Out of Nursing Homes",NA,NA,"Proposed Medicaid Cuts May Force More Retirees Out of Nursing Homes",NA,NA,NA,NA
"“I did not really understand when people would ask, ‘Why me and why my family?’” a hospice chaplain said. “Now I was asking the same questions.”","“I did not really understand when people would ask, ‘Why me and why my family?’” a hospice chaplain said. “Now I was asking the same questions.”","Hanane Saoui is used to death. Sudden deaths and slow deaths. Painful deaths and peaceful deaths.","The New York Times","2021-03-29T07:00:10+0000","article","U.S.","News","nyt://article/8c08cb43-011f-52a3-ba2b-2c7e24b01ba4",NA,"Behind Closed Doors, ‘the Difficulty and the Beauty’ of Pandemic Hospice Work",NA,NA,"‘The Difficulty and the Beauty’ of Hospice Work in a Pandemic",NA,NA,NA,NA
"A slow decline in memory, an inability to complete simple tasks, the concern about long-term care - five men and women speak about living with and caring for someone with Alzheimer's disease.","A slow decline in memory, an inability to complete simple tasks, the concern about long-term care - five men and women speak about living with and caring for someone with Alzheimer's disease.","A slow decline in memory, an inability to complete simple tasks, the concern about long-term care - five men and women speak about living with and caring for someone with Alzheimer's disease.","The New York Times","2017-09-21T13:17:00+0000","multimedia","Well","Interactive Feature","nyt://interactive/6aeb0a93-6e6e-592a-b8e5-196318035cae",NA,"Patient Voices: Alzheimer’s Disease","Patient Voices",NA,NA,NA,NA,NA,NA
"For a generation, Britain has eagerly enlisted private contractors to provide social services. But the model may be cracking under the pressure of austerity.","For a generation, Britain has eagerly enlisted private contractors to provide social services. But the model may be cracking under the pressure of austerity.","WIDNES, England — The residents of the Millbrow Care Home were already frail with old age and illness when they started losing weight at alarming speed.","The New York Times","2018-02-01T04:45:25+0000","article","World","News","nyt://article/db40e829-cc8f-53e6-962b-d16986e03e33","Europe","Britain Was a Pioneer in Outsourcing Services. Now, the Model Is ‘Broken.’",NA,NA,"Britain’s Model for Outsourcing Services May Be Cracking",NA,NA,NA,NA
"Residents sue a California retirement community after learning that refunds on entrance fees have not been set aside. Similar suits have cropped up elsewhere.","Residents sue a California retirement community after learning that refunds on entrance fees have not been set aside. Similar suits have cropped up elsewhere.","The way Burton Richter tells it, the house he and his wife had lived in for 40 years needed a fence repaired, and the repairman damaged the pool plumbing. Fixing that messed up the garden’s irrigation system. Soon afterward Dr. Richter had to climb onto the roof to repair a solar panel.","The New York Times","2014-03-20T09:00:50+0000","article","Health","News","nyt://article/1b3e7d32-49f3-5735-ade5-993a5f25428b",NA,"C.C.R.C. Residents Ask, ‘Where’s the Money?’","The New Old Age",NA,NA,NA,NA,NA,NA
"Faith-based retirement communities that provide a continuum of services, from independent living to skilled nursing care, are attracting more residents as baby boomers retire.","Faith-based retirement communities that provide a continuum of services, from independent living to skilled nursing care, are attracting more residents as baby boomers retire.","WHEN Elaine Daniels turned 60, she made a small deposit on an apartment at Pennswood Village in Bucks County, Pa., knowing that one day she might want to move into the retirement community founded on Quaker values.","The New York Times","2014-03-12T22:06:27+0000","article","Business Day","News","nyt://article/bf90e51e-e8db-5713-bda9-fdd87a710469","Retirement","Faith-Based Housing That Meets Evolving Needs",NA,NA,"Faith-Based Housing That Meets Evolving Needs",NA,NA,NA,NA
